id,scenario,sim_time,created,started,relayed,aborted,dropped,removed,delivered,delivery_prob,response_prob,overhead_ratio,latency_avg,latency_med,hopcount_avg,hopcount_med,buffertime_avg,buffertime_med,distance_avg,d_dist_avg,task_id,execution_assigned,execution_started,execution_finished,worker
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gM']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gM']_[75M]_[25,35]",302400.0,10247,66566,51896,14670,38775,17364,4473,0.4365,0.0,10.6021,5689.5556,4092.0,2.4851,2,11901.9568,15785.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['ge']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['ge']_[75M]_[25,35]",302400.0,10256,66556,52070,14486,38748,17562,4518,0.4405,0.0,10.525,5558.1861,3999.0,2.5,2,11863.8932,15690.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gE']_[75M]_[25,35]",302400.0,10243,67383,52776,14607,39563,17479,4503,0.4396,0.0,10.7202,5693.0118,4008.0,2.499,2,11951.5861,15922.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['Me']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['Me']_[75M]_[25,35]",302400.0,10232,67090,52325,14765,38790,17763,4517,0.4415,0.0,10.584,5503.0027,3869.0,2.4877,2,11817.4852,15550.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['ME']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['ME']_[75M]_[25,35]",302400.0,10243,66746,52115,14631,38900,17474,4496,0.4389,0.0,10.5914,5576.3861,3959.0,2.522,2,11843.2548,15622.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['eE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['eE']_[75M]_[25,35]",302400.0,10257,67048,52317,14731,38692,17804,4576,0.4461,0.0,10.4329,5617.9191,3909.0,2.4908,2,11793.952,15510.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msg']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msg']_[75M]_[25,35]",302400.0,10259,67641,52847,14794,39134,17871,4576,0.446,0.0,10.5487,5572.4806,3877.0,2.4893,2,11830.548,15680.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msM']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msM']_[75M]_[25,35]",302400.0,10254,67369,52586,14783,39161,17578,4566,0.4453,0.0,10.5169,5587.8491,3996.0,2.4991,2,11879.4286,15765.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mse']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mse']_[75M]_[25,35]",302400.0,10250,66610,52184,14426,38655,17701,4570,0.4459,0.0,10.4188,5598.6551,3992.0,2.5158,2,11829.8498,15669.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msE']_[75M]_[25,35]",302400.0,10264,67204,52553,14651,39164,17563,4558,0.4441,0.0,10.5298,5498.6457,3821.0,2.4925,2,11915.6036,15865.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgM']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgM']_[75M]_[25,35]",302400.0,10238,67022,52414,14608,38738,17808,4553,0.4447,0.0,10.512,5594.5434,4031.0,2.4911,2,11793.2708,15564.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mge']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mge']_[75M]_[25,35]",302400.0,10266,66946,52295,14651,38673,17757,4557,0.4439,0.0,10.4758,5628.7975,3971.0,2.5058,2,11788.3091,15471.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgE']_[75M]_[25,35]",302400.0,10252,66985,52397,14588,39036,17556,4553,0.4441,0.0,10.5082,5589.051,4003.0,2.499,2,11839.8803,15635.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['meE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['meE']_[75M]_[25,35]",302400.0,10246,66962,52198,14764,38731,17664,4492,0.4384,0.0,10.6202,5477.5267,3853.0,2.4855,2,11835.531,15700.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgM']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgM']_[75M]_[25,35]",302400.0,10254,66753,52161,14592,38898,17517,4503,0.4391,0.0,10.5836,5734.7499,4081.0,2.5177,2,11916.7132,15786.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sge']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sge']_[75M]_[25,35]",302400.0,10235,67031,52317,14714,39066,17457,4499,0.4396,0.0,10.6286,5558.2112,3942.0,2.4921,2,11934.2577,15820.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgE']_[75M]_[25,35]",302400.0,10240,66658,51996,14662,38786,17477,4474,0.4369,0.0,10.6218,5601.4582,3871.0,2.5107,2,11854.5185,15675.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sMe']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sMe']_[75M]_[25,35]",302400.0,10249,67064,52335,14729,38582,17928,4556,0.4445,0.0,10.4871,5556.5307,4007.0,2.4996,2,11765.2931,15460.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sME']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sME']_[75M]_[25,35]",302400.0,10245,67269,52490,14779,39043,17678,4542,0.4433,0.0,10.5566,5683.1099,4148.0,2.4919,2,11811.021,15565.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['seE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['seE']_[75M]_[25,35]",302400.0,10248,66853,52207,14646,38890,17475,4506,0.4397,0.0,10.5861,5386.0446,3723.0,2.5204,2,11845.0138,15663.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gMe']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gMe']_[75M]_[25,35]",302400.0,10248,67217,52497,14720,39288,17392,4480,0.4372,0.0,10.7181,5556.9201,3891.0,2.4884,2,11897.1128,15715.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gME']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gME']_[75M]_[25,35]",302400.0,10241,66539,51837,14702,38326,17812,4496,0.439,0.0,10.5296,5629.9606,3961.0,2.4711,2,11711.0165,15256.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['geE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['geE']_[75M]_[25,35]",302400.0,10257,67676,52871,14805,39152,17952,4549,0.4435,0.0,10.6226,5558.8219,3812.0,2.5027,2,11810.2946,15515.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['MeE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['MeE']_[75M]_[25,35]",302400.0,10254,66687,52324,14363,38798,17785,4502,0.439,0.0,10.6224,5547.8274,3920.0,2.492,2,11847.1226,15670.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msgM']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msgM']_[75M]_[25,35]",302400.0,10249,66789,52233,14556,39067,17473,4484,0.4375,0.0,10.6488,5402.657,3713.0,2.4824,2,11906.1507,15751.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msge']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msge']_[75M]_[25,35]",302400.0,10241,67369,52570,14799,38816,17882,4587,0.4479,0.0,10.4606,5606.9688,3872.0,2.5095,2,11813.7056,15608.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msgE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msgE']_[75M]_[25,35]",302400.0,10249,67296,52711,14585,39120,17731,4595,0.4483,0.0,10.4714,5663.6683,4018.0,2.4884,2,11820.7411,15612.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msMe']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msMe']_[75M]_[25,35]",302400.0,10266,67895,53064,14831,39518,17696,4569,0.4451,0.0,10.6139,5688.202,4055.0,2.5093,2,11939.6814,15760.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msME']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msME']_[75M]_[25,35]",302400.0,10260,66964,52071,14893,39089,17261,4462,0.4349,0.0,10.6699,5622.0298,4047.0,2.489,2,11845.5094,15677.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mseE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mseE']_[75M]_[25,35]",302400.0,10263,66815,52307,14508,38961,17649,4474,0.4359,0.0,10.6913,5419.6388,3821.0,2.5121,2,11831.4917,15590.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgMe']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgMe']_[75M]_[25,35]",302400.0,10273,67484,52594,14890,39302,17540,4512,0.4392,0.0,10.6565,5516.7542,3740.0,2.5335,3,11903.1005,15765.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgME']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgME']_[75M]_[25,35]",302400.0,10244,67120,52413,14707,39228,17497,4483,0.4376,0.0,10.6915,5567.8425,4074.0,2.5211,2,11931.7531,15841.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgeE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mgeE']_[75M]_[25,35]",302400.0,10248,66912,52454,14458,38577,18006,4570,0.4459,0.0,10.4779,5532.5433,3840.0,2.4956,2,11752.1271,15422.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mMeE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mMeE']_[75M]_[25,35]",302400.0,10247,67459,52503,14956,39059,17582,4521,0.4412,0.0,10.6131,5622.969,3881.0,2.5147,2,11880.7055,15720.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgMe']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgMe']_[75M]_[25,35]",302400.0,10258,67274,52608,14666,38997,17813,4556,0.4441,0.0,10.547,5598.786,3915.0,2.5182,2,11812.5744,15543.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgME']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgME']_[75M]_[25,35]",302400.0,10247,67618,52712,14906,39337,17637,4522,0.4413,0.0,10.6568,5698.6174,4137.0,2.517,2,11899.1387,15811.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgeE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sgeE']_[75M]_[25,35]",302400.0,10235,66446,52020,14426,39029,17316,4450,0.4348,0.0,10.6899,5612.3818,3890.0,2.4964,2,11823.9096,15618.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sMeE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sMeE']_[75M]_[25,35]",302400.0,10246,66620,52186,14434,38595,17677,4560,0.4451,0.0,10.4443,5587.3215,4020.0,2.4967,2,11835.3792,15705.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gMeE']_[75M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gMeE']_[75M]_[25,35]",302400.0,10262,66984,52454,14530,39147,17628,4491,0.4376,0.0,10.6798,5572.3877,3832.0,2.4819,2,11854.5026,15700.0,0.0,0.0,7,2018-05-04T04:52:11.808746,2018-05-04T04:52:11.815051,2018-05-04T07:58:49.064243,S30
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['m']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['m']_[50M]_[25,35]",302400.0,10249,66902,52265,14637,39029,17507,4480,0.4371,0.0,10.6663,5519.9835,3824.0,2.4792,2,11851.2887,15718.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['M']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['M']_[50M]_[25,35]",302400.0,10246,66886,52539,14347,39396,17396,4493,0.4385,0.0,10.6935,5687.7868,4025.0,2.5155,2,11880.7563,15751.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['ms']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['ms']_[50M]_[25,35]",302400.0,10252,67180,52453,14727,38799,17825,4582,0.4469,0.0,10.4476,5667.1227,4076.0,2.4876,2,11872.4643,15606.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mg']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mg']_[50M]_[25,35]",302400.0,10245,66149,51584,14565,38900,16975,4415,0.4309,0.0,10.6838,5552.8,3850.0,2.4954,2,11903.606,15766.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mM']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mM']_[50M]_[25,35]",302400.0,10245,66986,52365,14621,39017,17534,4567,0.4458,0.0,10.466,5612.3462,3948.0,2.5016,2,11836.5296,15792.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['me']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['me']_[50M]_[25,35]",302400.0,10244,66620,51970,14650,38639,17572,4466,0.436,0.0,10.6368,5511.144,3856.0,2.4953,2,11801.8584,15535.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mE']_[50M]_[25,35]",302400.0,10267,67277,52512,14765,39034,17688,4535,0.4417,0.0,10.5793,5580.3574,3907.0,2.5325,2,11844.8994,15585.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sg']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sg']_[50M]_[25,35]",302400.0,10245,66781,51955,14826,38712,17462,4529,0.4421,0.0,10.4716,5524.6613,3825.0,2.5043,2,11840.8067,15685.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sM']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sM']_[50M]_[25,35]",302400.0,10249,67113,52323,14790,39076,17501,4482,0.4373,0.0,10.674,5623.7947,4040.0,2.4975,2,11864.0114,15673.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['se']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['se']_[50M]_[25,35]",302400.0,10250,67021,52314,14707,38674,17873,4523,0.4413,0.0,10.5662,5621.4643,4111.0,2.5235,2,11750.2031,15435.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['sE']_[50M]_[25,35]",302400.0,10259,67491,52484,15007,39013,17606,4536,0.4421,0.0,10.5705,5600.6746,3996.0,2.5143,2,11882.5418,15631.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gM']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gM']_[50M]_[25,35]",302400.0,10247,66590,51907,14683,38798,17356,4469,0.4361,0.0,10.6149,5679.6447,4085.0,2.4856,2,11895.3779,15744.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['ge']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['ge']_[50M]_[25,35]",302400.0,10256,66569,52066,14503,38753,17559,4512,0.4399,0.0,10.5395,5546.209,3993.0,2.5,2,11860.5459,15670.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['gE']_[50M]_[25,35]",302400.0,10243,67381,52776,14605,39572,17474,4499,0.4392,0.0,10.7306,5686.5677,3991.0,2.501,2,11938.9341,15880.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['Me']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['Me']_[50M]_[25,35]",302400.0,10232,67087,52330,14757,38787,17770,4518,0.4416,0.0,10.5826,5504.0031,3880.0,2.4887,2,11814.8323,15530.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['ME']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['ME']_[50M]_[25,35]",302400.0,10243,66719,52109,14610,38906,17467,4495,0.4388,0.0,10.5927,5570.333,3943.0,2.521,2,11838.1961,15565.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['eE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['eE']_[50M]_[25,35]",302400.0,10257,67055,52326,14729,38715,17794,4572,0.4457,0.0,10.4449,5604.9256,3894.0,2.4908,2,11783.2847,15455.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msg']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msg']_[50M]_[25,35]",302400.0,10259,67653,52858,14795,39157,17865,4570,0.4455,0.0,10.5663,5551.7589,3845.0,2.4902,2,11818.9037,15616.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msM']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msM']_[50M]_[25,35]",302400.0,10254,67390,52602,14788,39201,17565,4555,0.4442,0.0,10.5482,5559.5464,3964.0,2.4979,2,11865.1313,15704.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mse']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['mse']_[50M]_[25,35]",302400.0,10250,66637,52204,14433,38708,17677,4561,0.445,0.0,10.4457,5580.8253,3960.0,2.5144,2,11815.1367,15600.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
"infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msE']_[50M]_[25,35]","infocom06_SprayAndWaitRouter_[300]ttl_[302400]s_seed['msE']_[50M]_[25,35]",302400.0,10264,67217,52563,14654,39183,17559,4553,0.4436,0.0,10.5447,5487.6233,3815.0,2.492,2,11906.1886,15816.0,0.0,0.0,1,2018-05-04T04:52:02.752268,2018-05-04T04:52:02.789792,2018-05-04T08:18:37.321625,asterion
